Asset Planner ID,,,Screener and Approver,,,,,,,,,Asset Planner Data,,,,,,,,,,,,,,,Data Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seismic Data,,,,,,,,,Outputs from FEMA and SQST Sheets,,2013 Seismic Screening Data,,,,,,,
ID,Facility/Asset,Address,Review Phase,Approver,Screener,Drawings,Desktop Review Date,Site Visit,Site Review Date,Ready for Approval?,Approved?,Building Name,Development Category Indicator,Custom: CoV Ownership Status,SAP Building Number,Date Built,Year Built,NBC Code Year (Original Building),Current Replacement Value (June 2026),Gross Size (sq.ft.) - from Asset Planner - June 2026,CRV/sq.ft.,Floors Above Grade,Floors Below Grade,Building: General Summary,Building: Architectural Summary,Building: Heritage,Year(s) of Major Renovation(s),Description of Major Renovation,Building: Main Superstructure Material,Vertical Load Bearing System,Roof System,Floor System,Seismic Force Resisting System in the North-South Direction,Seismic Force Resisting System in the East-West Direction,Number of LDRS Bays in North-South Direction,Number of LDRS Bays in East-West Direction,Seismic Upgrade Year,Description of Seismic Upgrade,Seismic Upgrading Case,Building Height (Total Height Above Ground (m) to Roof Slab),"""Original"" Building Importance Factor Ie",Building Importance Factor Ie - Based on VBBL 2025 - Upgraded,Occupancy Type,Service Group,Replacement Cost (June 2026 $$),At-risk Population: Y/N?,Site Class,Basement,Basement Floor Plan Area (sq.m.),Ground Floor Plan Area (sq.m.),Roof Plan Area (sq.m.),Geological Hazards,Significant Alterations or Deviations,Material Conditions,Sesimic Isolation / Energy Dissipation Systems,Separation / Distance from Adjacent Structures (mm),Pounding Type Input,Pounding Type,Vertical Irregularity Input,Vertical Irregularity Description,Plan Irregularity Input,Plan Irregularity Description,Building Irregularity,Falling Hazards (Y/N),Exterior Non-structural Components - Restrained (Y/N),Interior Non-structural Components - Restrained (Y/N),URM (Y/N),FEMA P154 Special Cases,Remaining Occupancy Time,Category Functionality Class,Gross Area (including basement) (sq.m.),Seismic Weight (kN),Snow Load and Roof Weight (kN),Floor Weight - Above Grade (kN),LDRS Weight North-South Direction (kN),LDRS Weight East-West Direction (kN),Content Weight Based on Occupancy Type (kN),FEMA P154 RVS Level 2 Screening S-Score,SEG Level 2 - SQST S-Score,Building: Collapse Likelihood,Building: Post Disaster Importance,Building: Occupancy,Building: Seismic Screening Data,Building: Seismic S Score,Building: Seismic Risk,Longitude,Latitude
1112,COMM_8035_1630-1670 E Hastings St_SPUD - UNYA,1630-1670 E Hastings St,,,,,,,,,,SPUD - UNYA,4 - Minimal Investment,City Owned,8035,1960-01,1960,1960,"$5,912,003","17,811",332,3,0,"The 1630-1670 E Hastings are understood to have been constructed circa 1960. The building is largely provided with systems and components originating from the initial building construction. Known renewals include:
- The major renovation was done in 2014 for the UNYA portion of the building 
- The roof was replaced in 1990","The three-level building appears to be constructed on spread footings. Where exposed, the superstructure appears to be of concrete block walls and steel beams and columns with open web steel joists.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of brick masonry on all building elevations. The building windows are typical of metal-framed single glass units. The exterior entrance doors are typically glass doors set in metal frames. The service doors are hollow metal doors in metal frames. The roof cover is a 2-ply modified bituminous roof assembly. Overall, the building envelope components appear to be in good condition. However, water infiltration was observed in the exterior walls.

The interior finishes in the building include ceramic floor tiles, exposed concrete floor, carpet flooring, vinyl floor sheet, vinyl floor tiles, painted wall assemblies, painted ceiling assemblies, and suspended acoustic tile ceiling assemblies. The interior finishes appear to be in fair to good condition overall.",,,,Concrete Structure,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,,-123.0715111,49.28101074
1113,PARK_3250_1900 Beach Av_English Bay Bath House,1900 Beach Av,,,,,,,,,,English Bay Bath House,2 - Moderate Investment,City Owned,3250,1931-01,1931,Pre-code,"$1,835,991","10,480",175,1,0,"The 1900 Beach Ave building is understood to have been constructed circa 1931. The building was refurbished circa 1986 and renovated circa 1995. Known renewals include:
- Interior walls and ceiling painted finishes.
- Exterior walls painted finish.
- Exterior and interior doors.","The single-storey building with a basement appears to be constructed on spread footings. Where exposed, the superstructure appears to be of concrete framed construction. The building concrete floor slab and concrete roof deck are cracked and casing water leak to the floor below. No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of painted concrete walls on the north, south and west building elevations. The building windows are typical of wood-framed single glass. The exterior entrance doors are typically hollow core metal double-doors set in metal frames. The service doors are hollow core metal doors and solid wood doors in metal frames. The roof cover is a traffic membrane. Overall, the building envelope components appear to be in poor to fair condition.

The interior finishes in the building include vinyl sheet flooring, painted concrete floor, ceramic floor tiles, painted wall assemblies, ceramic tiles wall finish, and painted ceiling assemblies. The interior finishes appear to be in good condition overall, with the exception of painted concrete floor which is in poor condition.",B,1986,,Concrete Structure,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,13%,,11-100,,0.9,High,-123.142844,49.28603291
1120,CWYD_6872_900 E Kent Av North_Asphalt Plant - Precast Plant & Office Building,900 E Kent Av North,Phase 1,,,,,,,,,Asphalt Plant - Precast Plant & Office Building,2 - Moderate Investment,City Owned,6872,1999-01,1999,1995,"$1,820,061","5,335",341,1,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.0863951,49.20749538
1121,CWYD_6872_900 E Kent Av North_Asphalt Plant - Materials Testing Lab & Office Building,900 E Kent Av North,Phase 1,,,,,,,,,Asphalt Plant - Materials Testing Lab & Office Building,2 - Moderate Investment,City Owned,6872,1999-01,1999,1995,"$1,723,855","5,053",341,2,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.089075,49.20684176
1122,CWYD_6872_900 E Kent Av North_Asphalt Plant - Asphalt Plant Control Room & Electrical Buil,900 E Kent Av North,Phase 1,,,,,,,,,Asphalt Plant - Asphalt Plant Control Room & Electrical Buil,2 - Moderate Investment,City Owned,6872,1999-01,1999,1995,"$194,745",880,221,2,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.0872339,49.20810243
1132,RECR_10589_4186-4196 W 4th Av_West Point Grey Jericho Hill Centre - Cafeteria & Daycare,4186-4196 W 4th Av,NOT IN SCOPE,,,,,,,,,West Point Grey Jericho Hill Centre - Cafeteria & Daycare,4 - Minimal Investment,City Operated,10589,1969-01,1969,1965,"$9,010,281","31,321",288,2,0,The 1675 Discovery St_Jericho Arts Centre was constructed circa 1920. The building is provided mainly with systems and components originating from the initial building construction.,"The two-storey building is constructed on concrete spread footings. The superstructure is a mix of concrete masonry block units (CMU) load-bearing walls supporting steel roof beams and wood roof beams supporting steel corrugated roof deck. 
 
The building's exterior walls are generally comprised of painted stucco on all elevations. The building windows are aluminum frame, fixed and operable single-paned glass units. The external doors are hollow metal and glazed aluminum. The roof cover is conventional multiple-ply bitumen and built-up roofing systems. The roof surfaces are in poor condition.
 
The interior finishes in the building include vinyl sheet and tile flooring, carpet flooring, rubber, and painted floor finishes. The wall finishes included painted, ceramic wall tiles, wood plank, and wallpaper. Ceilings are mostly suspended acoustic panel systems but also include painted ceiling finishes in isolated areas of the building. The building's interior finishes appear to be in good condition overall with the exception of the ceiling finishes, ceramic tile flooring, carpet flooring, and vinyl tile flooring which are all in poor condition.",,,,Concrete Structure,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,10,Pre-Screen Low,-123.1990304,49.26752801
1137,PARK_7857_580 Malkin Av_Trillium Park - Fieldhouse,580 Malkin Av,,,,,,,,,,Trillium Park - Fieldhouse,2 - Moderate Investment,City Owned,7857,2013-01,2013,2010,"$536,067","1,615",332,1,0,The building was constructed circa 2013. The building is provided mainly with systems and components originating from the initial building construction.,"The single-storey building foundations are likely standard foundations bearing on good native firm soil. The slab on grade appears to be cast in place concrete continuously supported by native soil or engineered fill.   The building is likely be  a cast in place concrete framed structure, and wood roof rafters suspended sloped roof structure. The roof covering includes conventional modified bitumen roofing. The exterior walls consist of painted concrete finishes. The exterior doors include metal single doors. The interior partitions are painted masonry concrete units.  

The interior doors are generally single metal doors set in matching metal frames. The interior floor finishes include sealed concrete and ceramic tiles floor finish. The interior ceiling finishes include stained wood ceilings.",,,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.0928649,49.2749133
1138,RECR_1821_6260 Killarney St_Killarney Indoor Pool,6260 Killarney St,,,,,,,,,,Killarney Indoor Pool,1 - Full Investment,City Owned,1821,2006-01,2006,2005,"$8,929,747","23,894",374,1,1,"The Killarney Indoor Pool is a 23,894 sf, single storey building with a basement and mezzanine level constructed circa 2006. The building is primarily used as an indoor pool.","The single-storey building with a basement and mezzanine level appears to be constructed on spread footings. Where exposed, the superstructure appears to be a combination of steel, wood and concrete construction. No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure. However, some leaks were observed in the pool area.

The building exterior walls are generally comprised of brick masonry, metal siding, and curtain walls on all original building elevations. The building windows are typically of metal framed insulated glass units (IGUs).  The exterior entrance doors are typically glass doors set in aluminum frames. The service doors are hollow metal doors in metal frames. The roof cover is a single ply membrane roof assembly. Overall, the building envelope components appear to be in good condition.

The interior finishes in the building include ceramic floor tiles, vinyl sheet flooring, exposed concrete floor, painted wall assemblies, ceramic wall tiles, acoustical wall panels, painted ceiling assemblies and acoustic ceiling assemblies. The interior finishes appear to be in good condition overall.

The pool includes ceramic tile finish, waterslide, sprayer, and diving boards. The pool finishes and equipment appear to be in good condition overall",,,,Concrete Structure,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,0.2%,High Occupancy,101-1000,,2.7,Low,-123.0441038,49.22715053
1139,RECR_1821_6260 Killarney St_Killarney Ice Rink and Lobby,6260 Killarney St,,,,,,,,,,Killarney Ice Rink and Lobby,1 - Full Investment,City Owned,1821,2009-01,2009,2005,"$14,135,966","38,896",363,1,0,"The Killarney Ice Rink is 38,896 sq. ft., single storey building constructed circa 2009. The building is primarily used as an ice rink.","The single-storey building appears to be constructed on spread footings. Where exposed, the superstructure appears to be of a combination of concrete masonry block units (CMU) with steel and wood beams, and steel open web steel joists OWSJ and corrugated steel deck roof.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure .

The building exterior walls are generally comprised of pre-cast concrete, brick veneer and metal cladding walls on all building elevations. The building windows are double-paned glazing units set in anodized aluminum frames. The exterior doors are typically metal doors set in aluminum frames. The roof cover is a modified bituminous roof assembly and a single ply membrane roof assembly. Overall, the building envelope components appear to be in good condition with the exception of cast in place having cracks.

The interior finishes in the building include ceramic floor tiles, rubber flooring, carpet flooring, exposed concrete floor, painted wall assemblies, ceramic wall tiles, acoustical and wood wall panels, painted ceiling assemblies, wood ceiling and suspended acoustic tile ceiling assemblies. The interior finishes appear to be in good condition overall.

The ice rink consists of concrete pad with embedded cold floor pipes, fixed seating, and galvanized steel dasher boards. The rink components are in good condition.",,,,Concrete Structure,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,0.2%,High Occupancy,101-1000,,2.7,Low,-123.043401,49.22656898
1143,RECR_1469_3360 Victoria Drive_Trout Lake Community Centre,3360 Victoria Drive,Phase 1,,,,,,,,,Trout Lake Community Centre,1 - Full Investment,City Owned,1469,2011-01,2011,2010,"$10,586,455","36,800",288,2,0,Trout Lake Community Centre is understood to have been constructed circa 2011 and is a registered LEED silver building. The building is largely provided with systems and components originating from the initial building construction.,"The two-storey building with a basement appears to be constructed on concrete spread-footings which bear on native soil or engineered fill. Where exposed, the superstructure appears to be of cast in place reinforced concrete columns, beams, and walls supporting concrete floor slabs and glulam beams with corrugated steel metal roof deck.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure. However, some evidence of deterioration in the wood beams were observed.

The building exterior walls are generally comprised of concrete walls and composite board siding on the building elevations. The window walls are typically of metal framed insulated glass units (IGUs). The exterior entrance doors are typically glass doors set in aluminum frames. The service doors are hollow metal doors in metal frames. The roof cover includes conventional - single ply membrane (EPDM), pedestrian waterproofing and concrete paved roof assemblies. Overall, the building envelope components appear to be in good condition. 

The interior finishes in the building include ceramic floor tiles, sealed concrete floor finish, carpet floor tiles, painted wall assemblies, ceramic wall tiles, acoustical wall panels, painted ceiling assemblies, wood ceiling and suspended acoustic panels ceiling assemblies. The interior finishes appear to be in good condition overall.",,2011,,Concrete Structure,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.0652694,49.25537748
1181,CWYD_7858_701-709 National Av_National Yards - Administration Building,701-709 National Av,Phase 1,,,,,,,,,National Yards - Administration Building,1 - Full Investment,City Owned,7858,2003-01,2003,1995,"$8,607,739","35,905",240,2,0,The National Yards - Administration Building was constructed circa 2003. The building is largely provided with systems and components originating from the initial building construction.,"The two-story building appears to be constructed on spread concrete footings with a slab on grade. Where exposed, the superstructure seems to be of concrete floor and metal roof construction. No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls generally comprise concrete precast walls and metal cladding on the building elevations. The windows are typical of metal-framed insulated glass units (IGUs). At the main entrance, exterior doors are glass doors set in aluminum frames, and the service doors are hollow metal doors in metal frames. The roof covers include 2-ply modified bituminous at the flat roof assembly and a metal roof at the sloping roof. Overall, the building envelope components appear to be in good condition.

The interior finishes in the building include ceramic floor tiles, vinyl floor tiles, carpet floor tiles, traffic topping, painted wall assemblies, ceramic wall tiles, painted ceiling assemblies, and suspended acoustic tile ceiling assemblies.  Overall, the interior finishes appear to be in good condition.",,,,Concrete Structure,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,Business Continuity,,,10,Pre-Screen Low,-123.0900183,49.27339696
